,author,books
8608,Robin Wayne Bailey,"[16542, 16544, 28468]"
8609,Robin Wells,[27149]
8610,Robinson Jeffers,[37787]
8611,Robyn McGrew,"[28530, 29185]"
8612,Rockwell Kent,[7848]
8613,Roddy Doyle,"[4263, 15592, 16579, 30510, 30512, 42698, 42701, 42706, 42714, 42718, 42719, 42721, 42728, 42731, 42738, 42740, 42741, 46230]"
8614,Roderick Townley,[4117]
8615,Rodman Philbrick,[8953]
8616,Rodney Livingstone,[24603]
8617,Rodney Ramos,"[22416, 22418, 22420, 22421, 22423, 22424, 22425, 22426]"
8618,Rodney Stark,"[30948, 30949]"
8619,Roger  Williams,[46119]
8620,Roger Allam,[47025]
8621,Roger Angell,"[10814, 31253]"
8622,Roger Bollen,[44787]
8623,Roger D. Dawe,[1558]
8624,Roger Dressler,[37675]
8625,Roger E. Moore,[28539]
8626,Roger Ebert,"[23558, 23563, 23573]"
8627,Roger Fisher,[4127]
8628,Roger Gard,[14662]
8629,Roger Hargreaves,"[8012, 8013, 8014, 8016, 8019, 8020, 8032, 8044, 8048, 8051, 8053, 8060]"
8630,Roger Highfield,[15879]
8631,Roger Kahn,[31253]
8632,Roger L. Conover,[19564]
8633,Roger Lancelyn Green,[24647]
8634,Roger Lea MacBride,[8203]
8635,Roger Lowenstein,"[10669, 10670]"
8636,Roger Pearson,"[14684, 19382, 28407, 28409]"
8637,Roger Penrose,"[2103, 10638, 15855, 17263]"
8638,Roger Rees,[21437]
8639,Roger Scruton,[31891]
8640,Roger Shattuck,[28388]
8641,Roger T. Ames,"[24223, 27313]"
8642,Roger Vázquez de Parga,[43492]
8643,Roger Walsh,[15124]
8644,Roger Whitehouse,[2182]
8645,Roger Wilmut,[24568]
8646,Roger Zelazny,"[5367, 7082, 13820, 13821, 13823, 13827, 13828, 16647, 17727, 18196, 28468, 28807, 29161, 41089, 41119]"
8647,Rohinton Mistry,"[5211, 19659, 19661, 19662, 33063, 33064]"
8648,Roland Barthes,"[23054, 23056, 23057, 23060, 23061, 23063, 25002]"
8649,Roland Fagel,[45534]
8650,Roland Fleissner,"[26375, 26376]"
8651,Roland H. Bainton,[5404]
8652,Roland J. Green,[5396]
8653,Rolfe,[30536]
8654,Rolfe Humphries,[32779]
8655,Rolland Baker,"[91, 96]"
8656,Rolland Hein,[2810]
8657,Roma Gill,"[7011, 7015, 12939, 12961, 13006, 18446, 33191, 34069, 47024]"
8658,Romano Scarpa,[5316]
8659,Roméo Dallaire,[18425]
8660,Ron     Miller,[29603]
8661,Ron  Louis,[1290]
8662,Ron Barrett,"[8065, 8067, 8069, 8073, 8077]"
8663,Ron Bevirt,[32919]
8664,Ron Chernow,"[16121, 16130, 16131]"
8665,Ron Daniels,[37996]
8666,Ron Emmons,[15276]
8667,Ron Goulart,[35148]
8668,Ron Lesser,[34866]
8669,Ron Manville,[39910]
8670,Ron Marz,"[35437, 35462]"
8671,Ron McLarty,"[5414, 10575, 19135]"
8672,Ron McMillan,[15014]
8673,Ron Powers,"[10058, 10061]"
8674,Ron Randall,[32950]
8675,Ron Rash,"[44176, 44179, 44181, 44183]"
8676,Ron Rosenbaum,[32478]
8677,Ron Roy,"[24121, 34321, 34324]"
8678,Ron Zalme,[12328]
8679,Rona Sharon,[37343]
8680,Ronald B. Flowers,[4050]
8681,Ronald Frederick Willetts,[1468]
8682,Ronald Gottesman,[47160]
8683,Ronald H. Cohn,[34687]
8684,Ronald Hayman,[11635]
8685,Ronald Hingley,[12855]
8686,Ronald J. Faust,[27798]
8687,Ronald K. Levao,[32414]
8688,Ronald L. DiSanto,[642]
8689,Ronald L. Martinez,[15651]
8690,Ronald Radano,[2921]
8691,Ronald Speirs,[2820]
8692,Ronald Takaki,"[37564, 41304]"
8693,Ronda Pattison,[35460]
8694,Ronda Thompson,"[38522, 39622, 39623, 39625]"
8695,Ronlyn Domingue,[18603]
8696,Ronna C. Johnson,[46955]
8697,Roper,"[505, 19403]"
8698,Ros Ballaster,[37554]
8699,Ros Schwartz,[11996]
8700,Rosa María Curto,[43129]
8701,Rosa Montero,"[45583, 45585, 45586]"
8702,Rosaleen Linehan,[10895]
8703,Rosalie Guillaume,[34948]
8704,Rosalind Ayres,[16313]
8705,Rosalind Laker,[2868]
8706,Rosalind M. Greenberg,[20928]
8707,Rosalind Miles,[24674]
8708,Rosalind Thomas,[1368]
8709,Rosalind Wiseman,[7488]
8710,Rosalyn Landor,[6339]
8711,Rosamond Kent Sprague,[9462]
8712,Rosamund Bartlett,[23784]
8713,Rosamund Fowler,[24666]
8714,Rosamunde Pilcher,"[37095, 37097]"
8715,Rose A. Zimbardo,[23640]
8716,Rose Marie Beebe,[46735]
8717,Rose Tremain,"[6167, 33464]"
8718,Rose Wilder Lane,[8335]
8719,Rosemarie Morgan,[31463]
8720,Rosemary Edghill,"[13832, 13988, 14008, 28727, 28728]"
8721,Rosemary Jann,[17030]
8722,Rosemary Leach,[37573]
8723,Rosemary Mahoney,[47061]
8724,Rosemary Timperley,[23792]
8725,Rosemary Wells,"[24178, 24179, 41459]"
8726,Rosetta James,[5518]
8727,Rosie Daley,[33075]
8728,Rosie O'Donnell,[46206]
8729,Rosita Arvigo,[7304]
8730,Roslyn M. Jordan,"[2718, 26860]"
8731,Ross,"[1382, 2226, 2227, 33938]"
8732,Ross Andru,[16989]
8733,Ross C. Murfin,[47063]
8734,Ross Garnaut,[23276]
8735,Ross Samson,[33581]
8736,Ross Thomas,[30215]
8737,Roswitha Quadflieg,[27712]
8738,Rough Guides,[15276]
8739,Rowland Barber,[35270]
8740,Roxane Azimi,[22741]
8741,Roxane Zand,[46269]
8742,Roxanne Longstreet Conrad,[47530]
8743,Roy C. Flannagan,[16928]
8744,Roy Campbell,[42211]
8745,Roy Dotrice,[13504]
8746,Roy F. Cucchiara,[27798]
8747,Roy Hudd,[7010]
8748,Roy McKie,"[7797, 29083]"
8749,Roy Mottahedeh,[32986]
8750,Roy Thomas,"[16989, 33483]"
8751,Royall  Tyler,[7044]
8752,Royall Tyler,"[7042, 7043]"
8753,Rubem A. Alves,[18874]
8754,Ruby Ann Boxcar,"[142, 144]"
8755,Ruby Blondell,[34435]
8756,Ruby Dee,[26973]
8757,Ruby K. Payne,[4519]
8758,Ruby Randig,[10329]
8759,Rubén Bonifaz Nuño,[47144]
8760,Rudolfo Anaya,[14362]
8761,Rudolph F. Rau,[14640]
8762,Rudolph R. Windsor,[9929]
8763,Rudolph W. Giuliani,"[1259, 1265]"
8764,Rudyard Kipling,"[10698, 34050, 34052, 34053, 34055, 34057, 41684, 44987, 44988, 45057]"
8765,Rufus Beck,[41908]
8766,Rufus Goodwin,[28862]
8767,Rula Lenska,[44528]
8768,Rumer Godden,"[3791, 3797, 3798, 3799, 3801, 3804, 5985, 7881]"
8769,Rumi,[39763]
8770,Rumiko Takahashi,"[22715, 22784, 22786, 22787, 22789, 22799, 22801, 22802, 22803, 22804, 22805, 22807, 22816, 22817, 22819, 22820, 22821, 22822, 22825, 22826, 22827, 22828, 22829, 22831, 22832, 22834, 22835, 22845, 23685, 23686, 23689, 23692, 23693, 23697, 23703, 23704, 23706, 23707, 23708, 23709, 23710, 23717, 32186, 41340, 41342, 41344]"
8771,Rupa Bajwa,[9409]
8772,Rupert Pole,"[18348, 46067]"
8773,Rush Rhees,[12081]
8774,Russ Braun,[21326]
8775,Russ Heath,[35895]
8776,Russ Kick,[22448]
8777,Russ McDonald,[14350]
8778,Russ Roberts,"[21332, 22414]"
8779,Russell          Davis,[28530]
8780,Russell Banks,"[26919, 26920, 26922, 26930, 26931]"
8781,Russell Davis,[19682]
8782,Russell Evans,[43166]
8783,Russell H. Tandy,"[32978, 32979, 32980]"
8784,Russell Hoban,"[20429, 24903, 24904, 24905, 24908, 24909, 29312, 40833]"
8785,Russell Novotny,[22547]
8786,Russell Roberts,"[21332, 22414]"
8787,Russell Shorto,[45000]
8788,Rusty Barnes,[46610]
8789,Rusty Young,"[43081, 43082]"
8790,Ruth  Abbey,[37863]
8791,Ruth Brown,[38735]
8792,Ruth Chrisman Gannett,[28875]
8793,Ruth Downie,[4278]
8794,Ruth E. Feber,[7277]
8795,Ruth E. Harper,[18419]
8796,Ruth Feldman,[6180]
8797,Ruth Golding,[6185]
8798,Ruth Heller,"[13257, 23816, 29724]"
8799,Ruth Krauss,[42278]
8800,Ruth Mazo Karras,[33581]
8801,Ruth Ozeki,"[12349, 12350, 12352]"
8802,Ruth Prawer Jhabvala,[3853]
8803,Ruth R. Wisse,[27049]
8804,Ruth Reichl,"[8725, 8726]"
8805,Ruth Rendell,"[37536, 42721]"
8806,Ruth S. Noel,[2330]
8807,Ruth Stiles Gannett,"[28875, 34898]"
8808,Ruth Tenzer Feldman,[6180]
8809,Ruth Ward,[4887]
8810,Ruth Westheimer,[2218]
8811,Ryan Benjamin,[35456]
8812,Ryan Sook,"[21280, 22354, 44101]"
8813,Ryan Stegman,[43915]
8814,Ryder Windham,"[31641, 35400, 35402, 35437, 35439]"
8815,Ryōkan,[41468]
8816,Ryōtarō Shiba,[38042]
8817,Ryū Murakami,"[14289, 14292, 14293]"
8818,Ryūnosuke Akutagawa,[35206]
8819,S. Douglas Olson,[1590]
8820,S. Hussain Zaidi,[33662]
8821,S.A. Handford,[25689]
8822,S.C. Gwynne,[44510]
8823,S.D. Schindler,"[3340, 3348, 13660, 13664, 13666, 27579]"
8824,S.E. Gontarski,[12284]
8825,S.E. Hinton,"[14870, 32946, 33569, 33574, 33576, 45819]"
8826,S.L. Viehl,[35479]
8827,S.M. Stirling,"[5396, 24865]"
8828,S.N. Lewitt,[5396]
8829,S.T. Joshi,"[14688, 32767, 32768]"
8830,S.W. Dyde,[29093]
8831,Sabine C. Bauer,[35048]
8832,Sabine d'Estree,[40483]
8833,Sabrina Jones,[4745]
8834,Sachiko Sato,[25816]
8835,Saddleback Educational Publishing,[46527]
8836,Sadegh Hedayat,[45967]
8837,Sage Walker,"[16483, 21626]"
8838,Sahara Kelly,"[57, 35061]"
8839,Saint,[32833]
8840,Saki Okuse,[33986]
8841,Sakura Mizuki,[38385]
8842,Sakurako Gokurakuin,[8991]
8843,Sally Beauman,[12873]
8844,Sally Cabot Gunning,[43338]
8845,Sally Darling,[12607]
8846,Sally Jenkins,"[2265, 25725, 30055]"
8847,Sally Moomaw,[40836]
8848,Sally Potter,[38150]
8849,Sally Shuttleworth,[30323]
8850,Sally Smith O'Rourke,[31676]
8851,Sally Wern Comport,[45193]
8852,Salma H. Al,[285]
8853,Salman Rushdie,"[4830, 4832, 4834, 4835, 4836, 9864, 9865, 9866, 9868, 9873, 9875, 12781, 12783, 14836, 33464, 37330]"
8854,Salvador Plascencia,[43603]
8855,Salvatore Murdocca,"[26588, 26591, 26592, 26593, 26595, 32184]"
8856,Sam B. Warner,[12224]
8857,Sam Bass Warner Jr.,[12224]
8858,Sam Bassett,[7453]
8859,Sam Enthoven,[45709]
8860,Sam Garrett,[44089]
8861,Sam Harris,[29501]
8862,Sam Johnson,[33496]
8863,Sam Kauffmann,[32039]
8864,Sam Keen,[2761]
8865,Sam Kieth,"[23753, 23754]"
8866,Sam McBratney,[46189]
8867,Sam R. Watkins,[45557]
8868,Sam Shepard,"[12137, 12142]"
8869,Sam Walton,[10631]
8870,Sam Waterston,[21991]
8871,Sam Weller,[9635]
8872,Samantha Bee,[706]
8873,Samantha Bornemann,[22265]
8874,Samantha Hunt,[43438]
8875,Samantha Schutz,[23229]
8876,Samuel B. Griffith,[4742]
8877,Samuel Beckett,"[12090, 12279, 12284, 12287]"
8878,Samuel Hynes,"[25663, 33017]"
8879,Samuel J. Leffler,[5770]
8880,Samuel Moore,[30488]
8881,Samuel Putnam,"[3841, 12117]"
8882,Samuel R. Delany,"[41089, 41119]"
8883,Samuel Richardson,[31208]
8884,Samuel Taylor Coleridge,[19178]
8885,Samuel West,[12964]
8886,Sandee Hathaway,"[98, 6935]"
8887,Sander I. Marcus,[19156]
8888,Sandie Byrne,[7700]
8889,Sandler,[43059]
8890,Sandra Baker,[7277]
8891,Sandra Balzo,[25120]
8892,Sandra Bao,"[38240, 38241]"
8893,Sandra Benítez,[35348]
8894,Sandra Blakeslee,"[27539, 31555]"
8895,Sandra Boynton,"[4600, 31314]"
8896,Sandra Brown,"[27695, 30343, 30347, 30348, 30349, 30351, 30352, 30353, 30354, 30355, 30357, 30358, 30361, 30362, 30363, 30364, 30365, 30366, 30367, 30368, 30370, 30371, 30373, 30374, 30376, 30379, 30380, 30382, 30383, 30384, 30385, 30386, 30387, 30388, 30390, 30391, 30392, 30394, 30397, 30398, 30399, 30403, 30410, 30411, 30412, 30413, 30415, 30423, 30429, 30432, 30437, 30446]"
8897,Sandra Cisneros,"[23479, 23486, 32957, 32961]"
8898,Sandra Hack Polaski,[4990]
8899,Sandra Jordan,[7596]
8900,Sandra M. Gilbert,"[3003, 16077, 47171]"
8901,Sandra Smith,[40086]
8902,Sandra Steffen,[7393]
8903,Sandra West Prowell,[30417]
8904,Sandy Antunes,[33496]
8905,Sandy Leuthner,[12859]
8906,Sandy Niemann,[12627]
8907,Sandy Petersen,"[4329, 33489, 33497, 33498, 35868]"
8908,Sang,[38075]
8909,Saniye Güven,[1953]
8910,Sanyika Shakur,[44188]
8911,Saoussan Askar,[19125]
8912,Sara Barton,[41639]
8913,Sara Gruen,[43641]
8914,Sara Jane Boyers,[13215]
8915,Sara MacDonald,[16722]
8916,Sara Paretsky,[32979]
8917,Sara Quin,[9005]
8918,Sara S.,[36681]
8919,Sara Zarr,[33906]
8920,Sarah    Adams,[3402]
8921,Sarah    Wilson,[46679]
8922,Sarah   Kay,[18923]
8923,Sarah  Andrews,[40622]
8924,Sarah A. Hoyt,"[13988, 32828]"
8925,Sarah Ban Breathnach,[3510]
8926,Sarah Dening,[34208]
8927,Sarah Dessen,"[4325, 22205]"
8928,Sarah Dunant,[28078]
8929,Sarah E. MacDonald,[16726]
8930,Sarah Elbert,[17546]
8931,Sarah Fielding,[36402]
8932,Sarah Gold,[6866]
8933,Sarah Groenewegen,[20258]
8934,Sarah Hines Stephens,"[38970, 38986]"
8935,Sarah Jessica Parker,[7454]
8936,Sarah Johnstone,"[792, 793, 797, 40622, 42078, 42079, 42081]"
8937,Sarah K. Herz,[33180]
8938,Sarah L. Delany,[17118]
8939,Sarah M.  Anderson,[2353]
8940,Sarah Macdonald,[3858]
8941,Sarah Mayberry,"[35287, 35288]"
8942,Sarah Miller,[31185]
8943,Sarah Mlynowski,"[1169, 26206, 26207, 26210, 26211, 26212, 33723]"
8944,Sarah N. Lawall,[47162]
8945,Sarah Ruden,[1591]
8946,Sarah Shankman,"[32609, 43338]"
8947,Sarah Strohmeyer,[47683]
8948,Sarah Susanka,[10420]
8949,Sarah Vowell,"[3110, 4140, 4259, 12358, 12359]"
8950,Sarah Webb,[10895]
8951,Sarah Zettel,[47530]
8952,Sarvepalli Radhakrishnan,[31853]
8953,Sashiko Sato,[14143]
8954,Sasse,[46006]
8955,Satoru Kannagi,"[25803, 25804, 25814, 25816]"
8956,Satosumi Takaguchi,"[25363, 26832, 26833, 26835, 26836, 26836, 26838, 26838, 26839, 26839]"
8957,Satyajit Das,[71]
8958,Saul A. Kripke,[12078]
8959,Saul A. Teukolsky,"[27812, 27813, 27819]"
8960,Saul Bellow,"[6551, 9873, 11473, 11494, 11907, 11908, 11910, 11912, 28948, 32765]"
8961,Saul Leiter,[6550]
8962,Saul Mayzlish,[47181]
8963,Saul Steinberg,[2727]
8964,Saul Williams,[6549]
8965,Saulius Dagys,[6900]
8966,Scott   Cunningham,[4745]
8967,Scott  Freeman,[42390]
8968,Scott Adams,[7842]
8969,Scott Allie,"[35425, 35456]"
8970,Scott B. Smith,[21726]
8971,Scott Beatty,[27438]
8972,Scott Brick,"[2289, 7972, 13842, 16162, 21337, 21530, 21969, 21984, 22292]"
8973,Scott C. Jacobson,[23547]
8974,Scott David Aniolowski,[36510]
8975,Scott Donaldson,[42688]
8976,Scott Elledge,[19290]
8977,Scott Goto,[639]
8978,Scott Hampton,[17727]
8979,Scott Hanna,"[22355, 22360]"
8980,Scott Jacobson,[706]
8981,Scott Larson,[46211]
8982,Scott Leonard,[11364]
8983,Scott M. Fischer,[34264]
8984,Scott MacMillan,[34578]
8985,Scott McKowen,"[296, 1935, 17468, 19370, 24581, 38638, 38643]"
8986,Scott O'Dell,"[12725, 14367]"
8987,Scott Peterson,[16996]
8988,Scott Siegel,[28539]
8989,Scott Sowers,"[7972, 21980]"
8990,Scott Speck,[9164]
8991,Scott Turow,"[4035, 4680, 4681, 4682, 4683, 4685, 4686, 32609, 32619, 32644, 32660, 43419]"
8992,Scott Washburn,[35479]
8993,Scott Westerfeld,"[24763, 24765, 24767, 24768, 24769, 24770, 24771]"
8994,Scott Wetzler,[16721]
8995,Scott Wolven,[21703]
8996,Scott Zrubeck,[13820]
8997,Sculley Bradley,[19361]
8998,Seamus Deane,"[7588, 44309]"
8999,Seamus Heaney,"[19199, 19204, 19225, 19243, 19254, 19257, 19259, 19263, 19273, 19279, 19282, 19287]"
9000,Sean   Carroll,[43559]
9001,Sean B. Carroll,[39093]
9002,Sean Callahan,[34547]
9003,Sean Casey,[43437]
9004,Sean Doolittle,[21703]
9005,Sean J. Jordan,[43905]
9006,Sean Lang,[38551]
9007,Sean McMullen,[34641]
9008,Sean O'Brien,[2019]
9009,Sean Phillips,"[22394, 35437, 40451]"
9010,Sean Smith,[41900]
9011,Sean Stewart,"[23249, 35465]"
9012,Sean Warren,[43438]
9013,Sebastian Faulks,"[6259, 7477, 7482]"
9014,Sebastian Junger,[46206]
9015,Sei Shōnagon,[18185]
9016,Selina Rosen,[38717]
9017,Selina Shirley Hastings,[3051]
9018,Selma G. Lanes,[18867]
9019,Selwyn Reginald Cudjoe,[27413]
9020,Sena Jeter Naslund,[7742]
9021,Serena Daniele,[43508]
9022,Serena Riglietti,[43508]
9023,Seressie Glass,[38560]
9024,Sergei Nilus,"[27971, 33478]"
9025,Sergio Mancini,[13916]
9026,Sergio Ramírez,[8373]
9027,Seth,[44450]
9028,Seth Benardete,"[1517, 30296]"
9029,Seth Godin,[2613]
9030,Seth Mason,"[24188, 25810]"
9031,Seth Tobocman,[4745]
9032,Sevil İnan Sönmez,[1953]
9033,Sevin Okyay,[41909]
9034,Seymour L. Gross,[19361]
9035,Shana Abe,"[28424, 28425, 28426, 28427, 28428, 28429]"
9036,Shandra Marie,"[17872, 17873]"
9037,Shane W. Evans,[17600]
9038,Shane Weller,[7012]
9039,Shanna Swendson,[37750]
9040,Shannon Drake,[22687]
9041,Shannon Eileen Hengen,[33914]
9042,Shannon Hengen,[37023]
9043,Shannon Holmes,[28915]
9044,Shannon Huffman,[46610]
9045,Shannon Russell,[31463]
9046,Shara Kay,[40718]
9047,Sharan Newman,[32828]
9048,Shari Benstock,[5254]
9049,Sharon Creech,"[19416, 19417, 19418]"
9050,Sharon Green,[27566]
9051,Sharon Hogan,[15022]
9052,Sharon Kay Penman,[43841]
9053,Sharon Lebell,[24617]
9054,Sharon Mazel,[98]
9055,Sharon Olds,[39690]
9056,Sharon R. Vaughn,[26451]
9057,Sharon Rose Wilson,[33914]
9058,Sharon Salzberg,[38215]
9059,Sharon Shinn,[44328]
9060,Sharon Smith,[29401]
9061,Sharyn McCrumb,[539]
9062,Sharyn November,"[40160, 44328]"
9063,Shashi Tharoor,[30842]
9064,Shaun Tomson,[44879]
9065,Shaun Whiteside,"[2823, 29718]"
9066,Shauna Singh Baldwin,[35350]
9067,Shawn Carman,"[24188, 25810]"
9068,Shawn E. Klein,[31819]
9069,Shawn Fillbach,[35460]
9070,Shawn McManus,"[21324, 21326, 25102, 25106]"
9071,Shayla Black,"[37338, 38917]"
9072,Sheehan McGuirk,[46610]
9073,Sheelagh Alabaster,[8746]
9074,Sheila Faria Glaser,[22613]
9075,Sheila Heen,[14016]
9076,Sheila Murnaghan,"[1373, 1378]"
9077,Sheila Ortiz Taylor,[31208]
9078,Sheila Z.,[24598]
9079,Shel  Israel,[15021]
9080,Shel Silverstein,"[30117, 30118, 30119, 30120, 30125, 30128, 30129, 30131, 30134, 30139, 30143, 41887, 41888, 41889, 41890, 41896]"
9081,Shelagh McNicholas,[9171]
9082,Shelagh O'Brien,[8852]
9083,Shelby Foote,"[44234, 44236, 44242, 44244, 44246]"
9084,Shelby Morgen,[57]
9085,Shelley Bradley,[38917]
9086,Shelley Jackson,"[47078, 47082]"
9087,Shelley Klein,[10552]
9088,Shere Hite,[44463]
9089,Sheri Gilmore,[29489]
9090,Sheri Holman,[15807]
9091,Sheri Lynch,[19444]
9092,Sheri Reynolds,[5180]
9093,Sheri Rose Shepherd,[39829]
9094,Sheri S. Tepper,[36447]
9095,Sherley Anne Williams,[2834]
9096,Sherman Alexie,[6159]
9097,Sherman Edwards,[1068]
9098,Sherri L. King,[3852]
9099,Sherrill Harbison,"[6216, 6219, 6226]"
9100,Sherrilyn Kenyon,"[6625, 38522]"
9101,Sherry Gershon Gottlieb,[39707]
9102,Sherry Shahan,[30236]
9103,Sherwood Smith,"[21060, 40160]"
9104,Sheryl Feldman,[15599]
9105,Shierry Weber Nicholsen,[37861]
9106,Shifra Horn,[11157]
9107,Shinji Maki,[35878]
9108,Shirin Ebadi,[7580]
9109,Shirley Hazzard,[12738]
9110,Shirley Jackson,"[23793, 23797]"
9111,Shirley M. Paddock,[47658]
9112,Shirley McPhillips,[20661]
9113,Shirley Rousseau Murphy,"[12648, 12650, 12652, 12654, 29324, 29325, 29326]"
9114,Shiro Kobayashi,[46387]
9115,Shiro Tsujimura,[25800]
9116,Shiva Naipaul,"[5855, 33464]"
9117,Shoji Kawamori,[30767]
9118,Sholom Aleichem,"[32736, 32737, 32741]"
9119,Shui Chien,[5989]
9120,Shūsaku Endō,"[25200, 25201, 25210, 25214, 25225]"
9121,Sian Phillips,[20468]
9122,Sian Thomas,[44528]
9123,Sid Fleischman,[11824]
9124,Sidney H. Sime,[14693]
9125,Sidney Lamb,[33195]
9126,Sidney Monas,[7138]
9127,Sidney Paget,[8921]
9128,Sidney Sheldon,"[14554, 43324, 43325, 43326, 43327, 43328, 43330]"
9129,Siegfried Engelmann,[6619]
9130,Sieglinde Lemke,[38068]
9131,Sieni Maria Campos,[43111]
9132,Sigmund Freud,"[16245, 16248, 18761, 18762]"
9133,Sigrid Nunez,"[10156, 33365, 33367, 33368]"
9134,Sigrid Ruschmeier,[42888]
9135,Sigrid Undset,"[6216, 6217, 6218, 6219, 6220, 6221, 6222, 6224, 6226, 6227, 6230, 24641, 24645]"
9136,Silas House,"[24804, 26653, 26654]"
9137,Silvia Alemany,[15138]
9138,Silvia Komet Dain,[43358]
9139,Silvia Salinas,[25623]
9140,Simcha Shtull,[5966]
9141,Simin Daneshvar,"[46269, 46273]"
9142,Simon Anholt,[39311]
9143,Simon Beckett,[46465]
9144,Simon Beecroft,[35404]
9145,Simon Cleveland,[15705]
9146,Simon Fraser,"[33557, 34221]"
9147,Simon Gikandi,[2486]
9148,Simon Goldhill,"[1529, 1800, 1801, 1804, 1805]"
9149,Simon Perchik,[18962]
9150,Simon Schama,"[1960, 10687, 19797, 21070, 21071, 21073, 21075]"
9151,Simon Singh,"[17994, 38412, 38414]"
9152,Simon Vance,"[4938, 8630, 12749, 17983, 37058]"
9153,Simon Wells,[35547]
9154,Simon Winchester,"[25013, 25014, 25015, 25016, 25017, 25019, 45774]"
9155,Simone Bianchi,[22354]
9156,Simone Weil,[32781]
9157,Simone de Beauvoir,"[8499, 8500, 19528, 19531, 19532, 21119, 21121, 21122, 21125, 21126]"
9158,Simón Bolívar,[18959]
9159,Sinclair B. Ferguson,[37481]
9160,Sinclair Lewis,"[11371, 11372, 11373, 11374, 11376, 11377, 11378, 11389, 12746]"
9161,Sissy Spacek,[2655]
9162,Skip Hinnant,[35218]
9163,Skip Hollandsworth,[44510]
9164,Skip Williams,[20935]
9165,Slade Morrison,[37408]
9166,Slavoj Žižek,"[18910, 18911, 18913, 18925, 18926, 30542, 43221]"
9167,Slug Signorino,"[35108, 35109]"
9168,Smarczyk,[43499]
9169,Smith,"[18449, 23596]"
9170,Smith Palmer Bovie,"[1526, 1531, 13347]"
9171,Snorri Sturluson,[24658]
9172,Sofía Coca,[43492]
9173,Sofía Irene Cardona,[47551]
9174,Solomon Jones,[10863]
9175,Sonallah Ibrahim,[4315]
9176,Sonia Nordenson,[6057]
9177,Sonia Shah,[47313]
9178,Sonia Soto,[11033]
9179,Sonny Brewer,[12417]
9180,Sophie Braimbridge,[26197]
9181,Sophie Kinsella,"[9416, 9417, 9418, 9419, 9420, 9423, 33722, 33723, 33724]"
9182,Sophocles,"[1536, 1537, 1538, 1540, 1542, 1543, 1546, 1547, 1548, 1549, 1554, 1555, 1558, 1559, 1752, 1761, 3258, 7728, 34435, 34436, 40928, 41675]"
9183,SparkNotes,"[1958, 12225, 13012, 17247, 19084, 22219, 33157, 33187, 33197, 35244, 37561, 42612, 47017, 47028, 47040]"
9184,Spencer Johnson,"[4894, 35002]"
9185,Spencer Smith,[25348]
9186,Spider Robinson,[34270]
9187,Stace Budzko,[46610]
9188,Stacey Ballis,[37750]
9189,Stacey Szklut,[29227]
9190,Staci K. Haines,[46624]
9191,Stacie Ritchie,[30288]
9192,Stacy Horn,"[5952, 27766]"
9193,Stacy Keach,[24591]
9194,Stacy Schiff,[8840]
9195,Stan Berenstain,[32300]
9196,Stan Hoig,[35860]
9197,Stan Jones,[24253]
9198,Stan Lee,[16989]
9199,Stan Washburn,[32609]
9200,Stan Woch,"[22360, 25102, 25106]"
9201,Stanislas Brézet,[28392]
9202,Stanislav Grof,[28486]
9203,Stanisław Barańczak,[10203]
9204,Stanisław Lem,"[18194, 28763, 28764, 28766, 28767, 28768, 34523]"
9205,Stanley  Chapman,[28377]
9206,Stanley Appelbaum,"[7012, 7724, 9442, 12114, 19178, 24694, 24863, 42212]"
9207,Stanley B. Burns,[42439]
9208,Stanley Bing,"[20518, 20519]"
9209,Stanley C. Harrold,[37802]
9210,Stanley Coren,[13462]
9211,Stanley Corngold,[7721]
9212,Stanley Crouch,"[11910, 37996, 47069]"
9213,Stanley Lombardo,"[1373, 1378, 9462, 12918]"
9214,Stanley Weintraub,"[7703, 41491]"
9215,Stanley Wells,"[1421, 18546]"
9216,Stanley Wiater,"[10612, 33543]"
9217,Starr Smith,[35292]
9218,Stasi Eldredge,[11413]
9219,Steele Savage,[23522]
9220,Stefan Fatsis,[8954]
9221,Stefan R. Dziemianowicz,[20932]
9222,Stefan Rudnicki,[9631]
9223,Stefan Zweig,"[45732, 46297]"
9224,Stefano Benni,[43959]
9225,Steffie Hall,[40320]
9226,Steiner,[29990]
9227,Stella Duffy,[33723]
9228,Stella McNichol,"[46749, 46752]"
9229,Sten Nadolny,[10040]
9230,Stendhal,"[14662, 14664, 14665, 14666, 14679, 14680, 14684]"
9231,Stephan R. Shalom,[12623]
9232,Stephanie Barron,[31695]
9233,Stephanie D. Shaver,"[13988, 14002]"
9234,Stephanie Laurens,"[14788, 37339]"
9235,Stephanie Lessing,[37750]
9236,Stephanie McCurry,[44034]
9237,Stephanie Rowe,[34901]
9238,Stephanie Spinner,[13196]
9239,Stephen  Booth,[32520]
9240,Stephen  Bury,[828]
9241,Stephen  Mansfield,[37211]
9242,Stephen A. Ellwood,[7277]
9243,Stephen Alcorn,[18328]
9244,Stephen Baxter,"[32828, 35815, 38717]"
9245,Stephen Becker,[11167]
9246,Stephen Biesty,[39476]
9247,Stephen Briggs,"[34505, 34508, 34509]"
9248,Stephen Chbosky,"[38277, 38278]"
9249,Stephen Clarke,"[10765, 10768]"
9250,Stephen Cobb,[7277]
9251,Stephen Colbert,"[706, 10172]"
9252,Stephen Coonts,[10433]
